Brand,Device,Manufacturer,Model Name,RAM (TotalMem),Form Factor,System on Chip,GPU,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
HIMADE,shilin,HIMADE,HIMADE,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
HIMADE,sindorim,HIMADE,UHD Android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
HOT,DV8555-KIH,HOT (il),HOT Streamer,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Haier,SW4H_FF,Haier,OLED TV S9,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Haier,YQB,Haier,Dongle Matrix,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
CANDY,broadway,Haier,CANDY Android TV DVB2K,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
Haier,broadway,Haier,Haier Android TV ISDB2K,960MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
Haier,daan,Haier,Haier Android TV FF Pro ISDB,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Haier,dupont,Haier,Haier Android TV ISDB,1438MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
INNOVA,hanyang,Haier,INNOVA android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Haier,hanyang,Haier,Haier android TV,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
CANDY,hanyang,Haier,candy android TV,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
HEC,hanyang,Haier,HEC Android TV,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Haier,hongik,Haier,Haier Android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Haier,nippori,Haier,Haier 2K android TV,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
CANDY,nippori,Haier,APAC,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
HEC,nippori,Haier,EU,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
INNOVA,nippori,Haier,Ecuador,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Haier,uguisudani,Haier,Haier Android TV,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
google,atom,Harman TV,JBL link bar,2084MB,TV,Amlogic AMLT962E,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Hathway,SEI103,Hathway,OTH-100,1032MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,26,2.0
Hathway,SEI111H,Hathway,DVB-ATV100,1031MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Homeplustv,HCA6010,HiMedia,HCA6010,1875MB,TV,Realtek RTD1319,2x ARM Mali G31 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
HiMedia,HiBox,HiMedia,S500,1947MB,TV,HiSilicon hi3798mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
AKINO,hamamatsucho,Hisense,fushan_akino,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Hisense,hamamatsucho,Hisense,fushan_sa,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Hisense,harajuku,Hisense,H5500F,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Hisense,huangshan,Hisense,huangshan,2033MB,TV,Mediatek t30,2x ARM Mali G52 (800 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Hisense,laohushan,Hisense,laohushan,1917MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Hisense,laoshan,Hisense,laoshan,1427MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Sharp,laoshan,Hisense,laoshan,1427MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
VU,laoshan,Hisense,laoshan,1426MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2.0
Thomson,laoshan,Hisense,laoshan-Hisense,1454MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,26,2.0
Hisense,songshan,Hisense,A36,1877MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Hisense,taishan,Hisense,9980,2525MB,TV,Mediatek t30,2x ARM Mali G52 (800 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Hisense,wuyishan,Hisense,U70H/U8H/U80H/U85H,2012MB,TV,Mediatek t30,2x ARM Mali G52 (800 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Riviera,xiaoyushan,Hisense,xiaoyushan_riviera,1917MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
BGH,xiaoyushan,Hisense,xiaoyushan-bgh,1917MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Panavox,xiaoyushan,Hisense,xiaoyushan_panavox,1917MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Hisense,xiaoyushan,Hisense,xiaoyushan-em,1917MB,TV,Mediatek MT5597,ARM Mali 450 (492 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Hisense,xinhaoshan,Hisense,xinhaoshan,1370MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
HITACHI,R1,Hitachi,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
HITACHI,R2,Hitachi,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Hitachi,bangbae,Hitachi,Hitachi,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Hitachi,komagome,Hitachi,Hitachi,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Hitachi,samseong,Hitachi,LD50CHS04U,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Homatics,HND,Homatics,Nokia Streaming Box 8000,2086MB,TV,Amlogic AMLS905X3,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Homatics,ICN,Homatics,Dongle Q,2084MB,TV,Amlogic AMLS905Y2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
HOME-ELITE,R1,Home Elite,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
humaxdigital,b604tnw,HumaxDigital,Descodificador Orange TV,1507MB,TV,Broadcom BCM72604,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
humaxdigital,fvp4kgtr,HumaxDigital,FVP-4KGTR,2398MB,TV,Broadcom BCM7278,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
humaxdigital,h5mini,HumaxDigital,H5_DLIVE,2085MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
tbroad,tmau400,HumaxDigital,TMAU400,1861MB,TV,Broadcom BCM7268,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
HYKKER,DV8038,Hykker,Smart Box Android TV,1033MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,26,2.0
HYUNDAI,R1,Hyundai,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
HYUNDAI,R2,Hyundai,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
HYUNDAI,SW4H,Hyundai,Hyundai TV,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Hyundai,bangbae,Hyundai,Hyundai,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
HYUNDAI,gangbyeon,Hyundai,4K Smart TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
HYUNDAI,hanyang,Hyundai,Hyundai android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Hyundai,ikebukuro,Hyundai,HYLED4321AiM,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Hyundai,komagome,Hyundai,Hyundai,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
HYUNDAI,lasalle,Hyundai,HYUNDAI 2K Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
HYUNDAI,nippori,Hyundai,Ecuador,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
HYUNDAI,redwood,Hyundai,Android TV,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
HYUNDAI,samseong,Hyundai,HATV-58AA100,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Hyundai,samseong,Hyundai,H-LED50EU7008,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Hyundai,shinjuku,Hyundai,Hyundai 2K TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Hyundai,sindorim,Hyundai,HYLED5520A4KM,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
HYUNDAI,tamachi,Hyundai,Italy,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
HYUNDAI,yeongdeungpo,Hyundai,Italy,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
IMPEX,takao,IMPEX,Grande FHD TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
INFINITON,tamachi,INFINITON,"SPAIN, MOROCCO, PORTUGAL",951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
IZZI,B820C-A15_ZTE,IZZI Telecom,Mexico,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
izzi-telecom,HY40A1,IZZI Telecom,SKYWORTH-HY4002,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
IndiHome,B860HV5_Telkom,IndiHome,B860H V5.0,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,28;29,3.2
IndiHome,HG680,IndiHome,HG680_FJ,2087MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
indurama,SW4H,Indurama,indurama 4K TV,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
indurama,shinjuku,Indurama,indurama 2K TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Infinix,beaudry,Infinix,43X3,1073MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
Infinix,ikebukuro,Infinix,32X1,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Infinix,samseong,Infinix,55X1,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Innopia,IMTM5000R,Innopia,KCTV,2087MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Inspur,S905,Inspur,start.ca IPBS9510,2104MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Intelbras,DV8038,Intelbras,IZY01,1029MB,TV,Amlogic AMLS805X,3x ARM Mali 450 (750 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
INTEX,R1,Intex,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
INVES,tamachi,Inves,Spain,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
INVES,yeongdeungpo,Inves,Spain,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
IRIS,SW4H_FF,Iris,IRIS 4K Android TV,1766MB,TV,Mediatek t32,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
Iris,shinagawa,Iris,Iris 2K TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Iskon,wh220_iskon,Iskon,Iskon.TV,2085MB,TV,Amlogic AMLS905D,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
itel,barking,Itel,G5550,1610MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
itel,beaudry,Itel,G4350,1073MB,TV,Realtek RTD2841A,2x ARM Mali G31 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
itel,ikebukuro,Itel,G3210IE,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
itel,samseong,Itel,G5524BE,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
JCOM,XA401,J:COM,XA401,2496MB,TV,Broadcom BCM7278,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
JCOM,XA402,J:COM,XA402,2478MB,TV,Broadcom BCM7278,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
JCOM,sti6260d195,J:COM,XA403,2087MB,TV,Amlogic AMLS905Y4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
JVC,R1,JVC,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
JVC,R2,JVC,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
JVC,bangbae,JVC,JVC,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
JVC,gangbyeon,JVC,4K Smart TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
JVC,ikebukuro,JVC,LT-40KB308,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
JVC,komagome,JVC,JVC,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
JVC,osaki,JVC,Smart TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
JVC,sadang,JVC,Dixons,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
JVC,samseong,JVC,LT-50N7115A,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
JVC,seocho,JVC,JVC,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
JVC,sindorim,JVC,LT-55KB597,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
JVC,sugamo,JVC,JVC,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
JVC,tabata,JVC,UK,953MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
JVC,tamachi,JVC,South Africa/Australia /Israel/Paraguay,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
JVC,yeongdeungpo,JVC,South Africa/Australia /Israel/Paraguay,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
JDS,Amigo7xJDS,Japan Digital Serve,Amigo7xJDS,2086MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
INTIGRAL,HP40A,Jawwy TV,JAWWY-TV-2.0,2084MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
JOOYON,sindorim,Jooyon,UHD Android TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
K-Elec,bangbae,K-ELEC,K-ELEC,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
KAGIS,yeongdeungpo,KAGIS,Australia,1416MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
KCCL,N9109M,KCCL,N9109M,1031MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
samsung,jj680cm,KCTV,CJ680CM,1812MB,TV,Broadcom BCM7268,Unknown,720x1280,213,armeabi;armeabi-v7a,26,3.1
KDDI,C02AS,KDDI,C02AS,1297MB,TV,Broadcom BCM7252S,Unknown,1080x1920,320,armeabi;armeabi-v7a,26,3.0
KDDI,C02AS5,KDDI,Cableplus STB-2,2584MB,TV,Broadcom BCM7278,Unknown,1080x1920,320,armeabi;armeabi-v7a,30,3.1
KDDI,H02ST1,KDDI,STW2000,1275MB,TV,Broadcom BCM7252S,Unknown,1080x1920,320,armeabi;armeabi-v7a,26,3.0
KDDI,sti6030d111,KDDI,STA3000,2085MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
KemplerStruss,gangbyeon,KEMPLER STRAUSS,4K Smart TV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
KemplerStruss,kanda,KEMPLER STRAUSS,Smart TV,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
KONKA,kenton,KONKA,KONKA 4K Android TV-A,1610MB,TV,Realtek RTD2851A,2x ARM Mali G31 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
KONKA,lasalle,KONKA,KONKA 2K Android TV-A,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
KONKA,seocho,KONKA,KONKA,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
KONKA,sugamo,KONKA,KONKA,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
ZITRO,stanford,KTCtv,Zitro,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
NAKAMICHI,stanford,KTCtv,NAKAMICHI,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
DIGGIO,stanford,KTCtv,DIGGIO,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
NOBRAND,stanford,KTCtv,Nobrand,956MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
ELECTROMAN,zhongshan,KTCtv,Electroman,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
KTV,DV8219,KTV,PureKTV,1785MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,arm64-v8a;armeabi;armeabi-v7a,25,2.0
KUNFT,ikebukuro,KUNFT,K5132H32H,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
KUNFT,samseong,KUNFT,K5130H43U,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
KALLEY,R1,Kalley,Android TV,1610MB,TV,Realtek RTD2841,2x ARM Mali 470 (600 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
KALLEY,R2,Kalley,Android TV,2147MB,TV,Realtek RTD2851,3x ARM Mali 470 (600 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
KaonMedia,KM_SH368AT,KaonMedia,KM_SH368AT,1810MB,TV,Broadcom BCM7268,Unknown,1080x1920,320,armeabi;armeabi-v7a,28,3.1
KaonMedia,KSTB6077,KaonMedia,KSTB6077,1664MB,TV,Broadcom BCM7268,Unknown,1080x1920,320,armeabi;armeabi-v7a,26,3.1
PL_TMPL,KSTB6077,KaonMedia,KSTB6077,1722MB,TV,Broadcom BCM7268,Unknown,1080x1920,320,armeabi;armeabi-v7a,26,3.1
Kbro,A1B_72115,Kbro,N97_A1B_72115,1718MB,TV,Broadcom BCM72115,Unknown,1080x1920,320,armeabi;armeabi-v7a,29,3.1
Kbro,A1_3796,Kbro,N97_A1_3796,1773MB,TV,HiSilicon hi3796mv200,ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
kbro,sti6160d19,Kbro,A0_S905X2,2087MB,TV,Amlogic AMLS905X2,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
KineticTV,DV8219,Kinetic,RSTV-A4K-16,2085MB,TV,Amlogic AMLS905X,3x ARM Mali 450 (750 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
KIVI,bangbae,Kivi,KIVI,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
KIVI,komagome,Kivi,KIVI,952MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Kogan,hanyang,Kogan,Kogan SmarterTV,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Kogan,ikebukuro,Kogan,KALED32RH9210STA,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Kogan,longshan,Kogan,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
Kogan,nippori,Kogan,Australia,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Kogan,redwood,Kogan,RF9220,962MB,TV,Mediatek t56,ARM Mali G31 (550 MHz),720x1280,213,armeabi;armeabi-v7a,30,3.2
Kogan,samseong,Kogan,KALED50XU9210STA,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
Kogan,shibuya,Kogan,Australia,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Kogan,tamachi,Kogan,Australia,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
Kogan,yeongdeungpo,Kogan,Australia,1402MB,TV,MStar T22,ARM Mali 470 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,28,2.0
kolin,longshan,Kolin,Smart TV,1874MB,TV,Mediatek t31,ARM Mali G52 (550 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
KOODA,shibuya,Kooda,KOODA 2K TV,947MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
KT,KSTB6188,Korea Telecom,KSTB6188,3141MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
KT,MA4000,Korea Telecom,MA4000,3141MB,TV,Amlogic AMLS905X4,2x ARM Mali G31 (850 MHz),1080x1920,320,armeabi;armeabi-v7a,30,3.2
ARGO,osaki,LEVEL TV,Smart TV,951MB,TV,MStar T16,ARM Mali 470 (550 MHz),720x1280,213,armeabi;armeabi-v7a,28,2.0
LGHelloVision,K1100UA,LG HelloVision,K1100UA,2801MB,TV,Broadcom BCM72160,Unknown,720x1280,213,armeabi;armeabi-v7a,29,3.1
LGHelloVision,uce4027cjh,LG HelloVision,T1100UA,1994MB,TV,Marvell BG5-CT,Imagination Tech PowerVR GE8310 (600 MHz),720x1280,213,armeabi;armeabi-v7a,29,3.2
LGUPlus,UHD4K,LGU+,UHD4K,2592MB,TV,Synaptics VS680,Imagination Tech PowerVR GE9920 (700 MHz),1080x1920,320,armeabi;armeabi-v7a,29,3.2
lge,hg2,LGU+,U+ tv woofer,987MB,TV,Marvell BG2Q4K,Unknown,720x1280,213,armeabi;armeabi-v7a,26,3.0
